CeA_Ctrl	CeA_Mor	dStr_Ctrl	dStr_Mor	NAc_Ctrl	NAc_Mor	ensembl_gene_id	mgi_symbol	SYMBOL	GENENAME
Igfbp5	151	88	150	123	108	66	ENSMUSG00000026185	Igfbp5	Igfbp5	insulin-like growth factor binding protein 5
Tns1	32	41	96	45	45	54	ENSMUSG00000055322	Tns1	Tns1	tensin 1
Arpc2	439	367	379	337	296	279	ENSMUSG00000006304	Arpc2	Arpc2	actin related protein 2/3 complex, subunit 2
Aamp	150	171	86	49	102	105	ENSMUSG00000006299	Aamp	Aamp	angio-associated migratory protein
Pnkd	162	158	126	137	193	183	ENSMUSG00000026179	Pnkd	Pnkd	paroxysmal nonkinesiogenic dyskinesia
Tmbim1	0	0	10	13	2	6	ENSMUSG00000006301	Tmbim1	Tmbim1	transmembrane BAX inhibitor motif containing 1
Ctdsp1	4	9	11	4	23	3	ENSMUSG00000026176	Ctdsp1	Ctdsp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1
Usp37	207	250	166	197	230	209	ENSMUSG00000033364	Usp37	Usp37	ubiquitin specific peptidase 37
Cnot9	56	96	70	62	101	65	ENSMUSG00000026174	Cnot9	Cnot9	CCR4-NOT transcription complex, subunit 9
Zfp142	142	192	138	173	141	137	ENSMUSG00000026135	Zfp142	Zfp142	zinc finger protein 142
Bcs1l	31	20	32	22	34	21	ENSMUSG00000026172	Bcs1l	Bcs1l	BCS1-like (yeast)
Rnf25	70	57	32	46	45	49	ENSMUSG00000026171	Rnf25	Rnf25	ring finger protein 25
Stk36	7	6	2	3	12	13	ENSMUSG00000033276	Stk36	Stk36	serine/threonine kinase 36
Ttll4	31	55	116	105	80	62	ENSMUSG00000033257	Ttll4	Ttll4	tubulin tyrosine ligase-like family, member 4
Cdk5r2	127	90	167	176	152	158	ENSMUSG00000090071	Cdk5r2	Cdk5r2	cyclin-dependent kinase 5, regulatory subunit 2 (p39)
Cfap65	8	11	2	5	5	10	ENSMUSG00000047021	Cfap65	Cfap65	cilia and flagella associated protein 65
Nhej1	1	1	3	13	12	1	ENSMUSG00000026162	Nhej1	Nhej1	non-homologous end joining factor 1
Cnppd1	46	53	30	49	47	26	ENSMUSG00000033159	Cnppd1	Cnppd1	cyclin Pas1/PHO80 domain containing 1
Retreg2	271	235	192	112	198	223	ENSMUSG00000049339	Retreg2	Retreg2	reticulophagy regulator family member 2
Zfand2b	5	7	14	15	14	6	ENSMUSG00000026197	Zfand2b	Zfand2b	zinc finger, AN1 type domain 2B
Atg9a	185	139	153	87	127	147	ENSMUSG00000033124	Atg9a	Atg9a	autophagy related 9A
Ankzf1	41	57	17	40	57	30	ENSMUSG00000026199	Ankzf1	Ankzf1	ankyrin repeat and zinc finger domain containing 1
Glb1l	12	13	1	4	12	9	ENSMUSG00000026200	Glb1l	Glb1l	galactosidase, beta 1-like
Stk16	35	43	41	18	29	34	ENSMUSG00000026201	Stk16	Stk16	serine/threonine kinase 16
Tuba4a	438	380	332	303	328	299	ENSMUSG00000026202	Tuba4a	Tuba4a	tubulin, alpha 4A
Dnajb2	43	24	48	25	36	41	ENSMUSG00000026203	Dnajb2	Dnajb2	DnaJ heat shock protein family (Hsp40) member B2
Ptprn	1154	1254	742	526	881	893	ENSMUSG00000026204	Ptprn	Ptprn	protein tyrosine phosphatase, receptor type, N
Resp18	193	208	26	44	124	96	ENSMUSG00000033061	Resp18	Resp18	regulated endocrine-specific protein 18
Dnpep	27	23	50	34	45	65	ENSMUSG00000026209	Dnpep	Dnpep	aspartyl aminopeptidase
Speg	124	157	315	223	166	232	ENSMUSG00000026207	Speg	Speg	SPEG complex locus
Gmppa	27	28	18	20	36	22	ENSMUSG00000033021	Gmppa	Gmppa	GDP-mannose pyrophosphorylase A
Asic4	59	40	110	74	69	91	ENSMUSG00000033007	Asic4	Asic4	acid-sensing (proton-gated) ion channel family member 4
Chpf	219	145	120	91	153	185	ENSMUSG00000032997	Chpf	Chpf	chondroitin polymerizing factor
Obsl1	19	12	5	21	20	31	ENSMUSG00000026211	Obsl1	Obsl1	obscurin-like 1
Tmem198	87	53	62	60	42	61	ENSMUSG00000051703	Tmem198	Tmem198	transmembrane protein 198
Inha	3	27	17	18	19	14	ENSMUSG00000032968	Inha	Inha	inhibin alpha
Stk11ip	50	29	40	11	41	22	ENSMUSG00000026213	Stk11ip	Stk11ip	serine/threonine kinase 11 interacting protein
Slc4a3	135	122	244	146	233	249	ENSMUSG00000006576	Slc4a3	Slc4a3	solute carrier family 4 (anion exchanger), member 3
Epha4	1138	1135	881	657	881	844	ENSMUSG00000026235	Epha4	Epha4	Eph receptor A4
Sgpp2	31	9	49	33	16	41	ENSMUSG00000032908	Sgpp2	Sgpp2	sphingosine-1-phosphate phosphatase 2
Farsb	244	188	177	120	192	128	ENSMUSG00000026245	Farsb	Farsb	phenylalanyl-tRNA synthetase, beta subunit
Acsl3	660	592	353	254	563	467	ENSMUSG00000032883	Acsl3	Acsl3	acyl-CoA synthetase long-chain family member 3
Utp14b	120	115	136	171	154	101	ENSMUSG00000079470	Utp14b	Utp14b	UTP14B small subunit processome component
Scg2	2060	2014	1039	765	2207	1708	ENSMUSG00000050711	Scg2	Scg2	secretogranin II
Ap1s3	12	6	0	5	16	3	ENSMUSG00000054702	Ap1s3	Ap1s3	adaptor-related protein complex AP-1, sigma 3
Wdfy1	108	89	167	122	114	91	ENSMUSG00000073643	Wdfy1	Wdfy1	WD repeat and FYVE domain containing 1
Mrpl44	12	33	26	5	19	38	ENSMUSG00000026248	Mrpl44	Mrpl44	mitochondrial ribosomal protein L44
Serpine2	320	332	653	581	345	367	ENSMUSG00000026249	Serpine2	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2
Cul3	826	760	686	582	766	566	ENSMUSG00000004364	Cul3	Cul3	cullin 3
Dock10	1216	1149	497	466	616	557	ENSMUSG00000038608	Dock10	Dock10	dedicator of cytokinesis 10
Nyap2	583	472	417	416	429	337	ENSMUSG00000054976	Nyap2	Nyap2	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2
Irs1	69	78	58	63	109	66	ENSMUSG00000055980	Irs1	Irs1	insulin receptor substrate 1
Rhbdd1	21	39	31	10	39	28	ENSMUSG00000026142	Rhbdd1	Rhbdd1	rhomboid domain containing 1
Mff	538	446	526	428	534	401	ENSMUSG00000026150	Mff	Mff	mitochondrial fission factor
Agfg1	410	359	407	337	365	294	ENSMUSG00000026159	Agfg1	Agfg1	ArfGAP with FG repeats 1
Sphkap	809	686	211	221	560	497	ENSMUSG00000026163	Sphkap	Sphkap	SPHK1 interactor, AKAP domain containing
Pid1	106	99	52	63	136	116	ENSMUSG00000045658	Pid1	Pid1	phosphotyrosine interaction domain containing 1
Dner	412	360	207	128	500	498	ENSMUSG00000036766	Dner	Dner	delta/notch-like EGF repeat containing
Trip12	1404	1482	1192	1075	1326	1065	ENSMUSG00000026219	Trip12	Trip12	thyroid hormone receptor interactor 12
Fbxo36	22	6	10	4	19	11	ENSMUSG00000073633	Fbxo36	Fbxo36	F-box protein 36
Slc16a14	18	9	25	13	29	18	ENSMUSG00000026220	Slc16a14	Slc16a14	solute carrier family 16 (monocarboxylic acid transporters), member 14
Cab39	480	444	452	329	544	438	ENSMUSG00000036707	Cab39	Cab39	calcium binding protein 39
Itm2c	2199	2068	965	731	1519	1459	ENSMUSG00000026223	Itm2c	Itm2c	integral membrane protein 2C
4933407L21Rik	39	29	54	31	38	39	ENSMUSG00000026224	4933407L21Rik	4933407L21Rik	RIKEN cDNA 4933407L21 gene
2810459M11Rik	16	18	6	2	3	1	ENSMUSG00000026227	2810459M11Rik	2810459M11Rik	RIKEN cDNA 2810459M11 gene
Psmd1	391	439	324	288	390	226	ENSMUSG00000026229	Psmd1	Psmd1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
Gm22786	21	13	2	5	7	9	ENSMUSG00000077274	Gm22786	Gm22786	predicted gene, 22786
Armc9	148	146	163	164	140	128	ENSMUSG00000062590	Armc9	Armc9	armadillo repeat containing 9
Ncl	1723	1485	782	832	1334	1051	ENSMUSG00000026234	Ncl	Ncl	nucleolin
Ptma	300	220	172	167	261	208	ENSMUSG00000026238	Ptma	Ptma	prothymosin alpha
Pde6d	58	34	34	22	45	53	ENSMUSG00000026239	Pde6d	Pde6d	phosphodiesterase 6D, cGMP-specific, rod, delta
Cops7b	54	40	54	50	51	43	ENSMUSG00000026240	Cops7b	Cops7b	COP9 signalosome subunit 7B
Dis3l2	121	103	132	116	134	116	ENSMUSG00000053333	Dis3l2	Dis3l2	DIS3 like 3'-5' exoribonuclease 2
Ecel1	124	157	35	34	48	58	ENSMUSG00000026247	Ecel1	Ecel1	endothelin converting enzyme-like 1
Eif4e2	123	131	148	101	153	106	ENSMUSG00000026254	Eif4e2	Eif4e2	eukaryotic translation initiation factor 4E member 2
Efhd1	10	11	11	16	12	29	ENSMUSG00000026255	Efhd1	Efhd1	EF hand domain containing 1
Gigyf2	340	376	430	338	339	384	ENSMUSG00000048000	Gigyf2	Gigyf2	GRB10 interacting GYF protein 2
Ngef	570	636	989	727	698	658	ENSMUSG00000026259	Ngef	Ngef	neuronal guanine nucleotide exchange factor
Inpp5d	7	11	13	15	23	8	ENSMUSG00000026288	Inpp5d	Inpp5d	inositol polyphosphate-5-phosphatase D
Atg16l1	173	206	193	196	227	129	ENSMUSG00000026289	Atg16l1	Atg16l1	autophagy related 16-like 1 (S. cerevisiae)
Gm25395	1534	1943	872	726	1270	1167	ENSMUSG00000087968	Gm25395	Gm25395	predicted gene, 25395
Scarna6	95	120	87	55	64	76	ENSMUSG00000089281	Scarna6	Scarna6	small Cajal body-specific RNA 6
Dgkd	216	172	126	138	162	151	ENSMUSG00000070738	Dgkd	Dgkd	diacylglycerol kinase, delta
Usp40	144	161	193	154	186	134	ENSMUSG00000005501	Usp40	Usp40	ubiquitin specific peptidase 40
Hjurp	85	74	106	109	117	98	ENSMUSG00000044783	Hjurp	A730008H23Rik	RIKEN cDNA A730008H23 gene
Arl4c	117	57	54	37	108	91	ENSMUSG00000049866	Arl4c	Arl4c	ADP-ribosylation factor-like 4C
Sh3bp4	15	29	16	9	16	13	ENSMUSG00000036206	Sh3bp4	Sh3bp4	SH3-domain binding protein 4
Agap1	369	408	395	331	373	320	ENSMUSG00000055013	Agap1	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
Asb18	14	14	15	2	1	2	ENSMUSG00000067081	Asb18	Asb18	ankyrin repeat and SOCS box-containing 18
Ackr3	27	50	7	2	15	13	ENSMUSG00000044337	Ackr3	Ackr3	atypical chemokine receptor 3
Cops8	154	158	96	94	110	134	ENSMUSG00000034432	Cops8	Cops8	COP9 signalosome subunit 8
Col6a3	6	19	24	15	5	1	ENSMUSG00000048126	Col6a3	Col6a3	collagen, type VI, alpha 3
Lrrfip1	167	115	126	100	197	129	ENSMUSG00000026305	Lrrfip1	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1
Ramp1	73	44	65	66	56	85	ENSMUSG00000034353	Ramp1	Ramp1	receptor (calcitonin) activity modifying protein 1
Ube2f	85	86	71	72	149	89	ENSMUSG00000034343	Ube2f	Ube2f	ubiquitin-conjugating enzyme E2F (putative)
Scly	12	37	14	12	16	17	ENSMUSG00000026307	Scly	Scly	selenocysteine lyase
Ilkap	34	78	96	66	87	74	ENSMUSG00000026309	Ilkap	Ilkap	integrin-linked kinase-associated serine/threonine phosphatase 2C
Per2	133	46	252	137	166	95	ENSMUSG00000055866	Per2	Per2	period circadian clock 2
Traf3ip1	51	57	50	65	61	38	ENSMUSG00000034292	Traf3ip1	Traf3ip1	TRAF3 interacting protein 1
Asb1	81	62	47	41	54	100	ENSMUSG00000026311	Asb1	Asb1	ankyrin repeat and SOCS box-containing 1
Hdac4	231	243	273	254	230	187	ENSMUSG00000026313	Hdac4	Hdac4	histone deacetylase 4
Ndufa10	293	261	195	170	212	195	ENSMUSG00000026260	Ndufa10	Ndufa10	NADH:ubiquinone oxidoreductase subunit A10
Cops9	89	53	30	38	74	58	ENSMUSG00000073616	Cops9	Cops9	COP9 signalosome subunit 9
Gpc1	107	113	91	92	115	139	ENSMUSG00000034220	Gpc1	Gpc1	glypican 1
Dusp28	24	24	10	12	27	11	ENSMUSG00000047067	Dusp28	Dusp28	dual specificity phosphatase 28
5033417F24Rik	10	28	8	20	10	2	ENSMUSG00000097251	5033417F24Rik	5033417F24Rik	RIKEN cDNA 5033417F24 gene
Rnpepl1	35	36	29	28	31	21	ENSMUSG00000026269	Rnpepl1	Rnpepl1	arginyl aminopeptidase (aminopeptidase B)-like 1
Capn10	37	36	27	33	33	54	ENSMUSG00000026270	Capn10	Capn10	calpain 10
Kif1a	1608	1699	1252	1110	1432	1406	ENSMUSG00000014602	Kif1a	Kif1a	kinesin family member 1A
Mterf4	28	52	46	56	37	77	ENSMUSG00000026273	Mterf4	Mterf4	mitochondrial transcription termination factor 4
Pask	40	18	35	40	44	48	ENSMUSG00000026274	Pask	Pask	PAS domain containing serine/threonine kinase
Ppp1r7	499	435	553	359	544	334	ENSMUSG00000026275	Ppp1r7	Ppp1r7	protein phosphatase 1, regulatory subunit 7
Hdlbp	565	398	513	366	521	396	ENSMUSG00000034088	Hdlbp	Hdlbp	high density lipoprotein (HDL) binding protein
Septin2	73	32	47	80	64	40	ENSMUSG00000026276	Septin2	Septin2	septin 2
Farp2	64	52	70	51	47	32	ENSMUSG00000034066	Farp2	Farp2	FERM, RhoGEF and pleckstrin domain protein 2
Stk25	298	247	199	175	196	180	ENSMUSG00000026277	Stk25	Stk25	serine/threonine kinase 25 (yeast)
Bok	5	6	10	2	6	25	ENSMUSG00000026278	Bok	Bok	BCL2-related ovarian killer
Thap4	43	94	65	60	60	27	ENSMUSG00000026279	Thap4	Thap4	THAP domain containing 4
Atg4b	71	61	98	72	89	75	ENSMUSG00000026280	Atg4b	Atg4b	autophagy related 4B, cysteine peptidase
Dtymk	29	60	72	41	41	41	ENSMUSG00000026281	Dtymk	Dtymk	deoxythymidylate kinase
Ing5	28	39	30	27	64	25	ENSMUSG00000026283	Ing5	Ing5	inhibitor of growth family, member 5
D2hgdh	22	19	45	34	14	32	ENSMUSG00000073609	D2hgdh	D2hgdh	D-2-hydroxyglutarate dehydrogenase
Fam174a	157	91	130	96	121	91	ENSMUSG00000051185	Fam174a	Fam174a	family with sequence similarity 174, member A
Gm15427	16	2	15	8	19	22	ENSMUSG00000081051	Gm15427	Gm15427	predicted pseudogene 15427
St8sia4	280	180	205	148	255	225	ENSMUSG00000040710	St8sia4	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
Slco4c1	45	9	36	14	30	19	ENSMUSG00000040693	Slco4c1	Slco4c1	solute carrier organic anion transporter family, member 4C1
Macir	103	144	141	108	104	126	ENSMUSG00000044768	Macir	Macir	macrophage immunometabolism regulator
Ppip5k2	216	199	261	252	330	251	ENSMUSG00000040648	Ppip5k2	Ppip5k2	diphosphoinositol pentakisphosphate kinase 2
Gin1	37	48	66	34	69	68	ENSMUSG00000026333	Gin1	Gin1	gypsy retrotransposon integrase 1
Pam	976	949	857	689	865	788	ENSMUSG00000026335	Pam	Pam	peptidylglycine alpha-amidating monooxygenase
B230216N24Rik	33	47	53	65	56	13	ENSMUSG00000089706	B230216N24Rik	B230216N24Rik	RIKEN cDNA B230216N24 gene
Cntnap5b	126	88	133	107	132	105	ENSMUSG00000067028	Cntnap5b	Cntnap5b	contactin associated protein-like 5B
Cdh20	22	6	14	18	15	47	ENSMUSG00000050840	Cdh20	Cdh20	cadherin 20
Rnf152	11	25	16	15	61	39	ENSMUSG00000047496	Rnf152	Rnf152	ring finger protein 152
Pign	125	133	136	152	143	57	ENSMUSG00000056536	Pign	Pign	phosphatidylinositol glycan anchor biosynthesis, class N
Relch	495	444	583	500	634	552	ENSMUSG00000026319	Relch	Relch	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing
Tnfrsf11a	33	2	17	8	12	3	ENSMUSG00000026321	Tnfrsf11a	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator
Zcchc2	67	89	119	114	135	68	ENSMUSG00000038866	Zcchc2	Zcchc2	zinc finger, CCHC domain containing 2
Phlpp1	186	203	260	245	309	205	ENSMUSG00000044340	Phlpp1	Phlpp1	PH domain and leucine rich repeat protein phosphatase 1
Bcl2	111	169	209	189	120	58	ENSMUSG00000057329	Bcl2	Bcl2	B cell leukemia/lymphoma 2
Kdsr	157	220	198	138	169	198	ENSMUSG00000009905	Kdsr	Kdsr	3-ketodihydrosphingosine reductase
Vps4b	173	171	136	164	281	154	ENSMUSG00000009907	Vps4b	Vps4b	vacuolar protein sorting 4B
Serpinb2	0	0	0	0	12	12	ENSMUSG00000062345	Serpinb2	Serpinb2	serine (or cysteine) peptidase inhibitor, clade B, member 2
Cdh7	261	199	269	165	288	207	ENSMUSG00000026312	Cdh7	Cdh7	cadherin 7, type 2
Dsel	274	263	318	273	375	253	ENSMUSG00000038702	Dsel	Dsel	dermatan sulfate epimerase-like
Cntnap5a	428	442	289	190	532	332	ENSMUSG00000070695	Cntnap5a	Cntnap5a	contactin associated protein-like 5A
Tsn	142	233	253	172	268	159	ENSMUSG00000026374	Tsn	Tsn	translin
Nifk	90	67	39	30	62	77	ENSMUSG00000026377	Nifk	Nifk	nucleolar protein interacting with the FHA domain of MKI67
Clasp1	496	590	579	525	577	390	ENSMUSG00000064302	Clasp1	Clasp1	CLIP associating protein 1
Tfcp2l1	2	6	24	15	3	5	ENSMUSG00000026380	Tfcp2l1	Tfcp2l1	transcription factor CP2-like 1
Ralb	4	22	10	8	24	16	ENSMUSG00000004451	Ralb	Ralb	v-ral simian leukemia viral oncogene B
Tmem185b	44	39	25	28	88	61	ENSMUSG00000098923	Tmem185b	Tmem185b	transmembrane protein 185B
Epb41l5	21	22	41	50	59	39	ENSMUSG00000026383	Epb41l5	Epb41l5	erythrocyte membrane protein band 4.1 like 5
Ptpn4	607	528	615	416	619	488	ENSMUSG00000026384	Ptpn4	Ptpn4	protein tyrosine phosphatase, non-receptor type 4
Tmem177	34	20	20	12	37	21	ENSMUSG00000036975	Tmem177	Tmem177	transmembrane protein 177
Dbi	38	87	49	57	61	85	ENSMUSG00000026385	Dbi	Dbi	diazepam binding inhibitor
Insig2	159	145	142	117	181	125	ENSMUSG00000003721	Insig2	Insig2	insulin induced gene 2
Ccdc93	127	101	65	71	101	107	ENSMUSG00000026339	Ccdc93	Ccdc93	coiled-coil domain containing 93
Ddx18	95	101	71	41	92	105	ENSMUSG00000001674	Ddx18	Ddx18	DEAD box helicase 18
Dpp10	772	823	380	157	703	637	ENSMUSG00000036815	Dpp10	Dpp10	dipeptidylpeptidase 10
Gm18875	0	19	1	9	7	6	ENSMUSG00000101994	Gm18875	Gm18875	secreted acidic cysteine rich glycoprotein pseudogene
Actr3	727	506	569	506	594	460	ENSMUSG00000026341	Actr3	Actr3	ARP3 actin-related protein 3
Slc35f5	53	37	20	28	45	19	ENSMUSG00000026342	Slc35f5	Slc35f5	solute carrier family 35, member F5
Lypd1	770	786	296	208	598	436	ENSMUSG00000026344	Lypd1	Lypd1	Ly6/Plaur domain containing 1
Nckap5	24	14	4	3	14	43	ENSMUSG00000049690	Nckap5	Nckap5	NCK-associated protein 5
Mgat5	234	243	179	144	184	224	ENSMUSG00000036155	Mgat5	Mgat5	mannoside acetylglucosaminyltransferase 5
Gm23734	64	114	12	6	37	13	ENSMUSG00000065687	Gm23734	Gm23734	predicted gene, 23734
Tmem163	16	2	1	6	13	2	ENSMUSG00000026347	Tmem163	Tmem163	transmembrane protein 163
Ccnt2	445	395	817	597	746	605	ENSMUSG00000026349	Ccnt2	Ccnt2	cyclin T2
Map3k19	69	35	6	17	43	41	ENSMUSG00000051590	Map3k19	Map3k19	mitogen-activated protein kinase kinase kinase 19
Rab3gap1	390	331	312	322	401	272	ENSMUSG00000036104	Rab3gap1	Rab3gap1	RAB3 GTPase activating protein subunit 1
Zranb3	33	17	43	28	47	19	ENSMUSG00000036086	Zranb3	Zranb3	zinc finger, RAN-binding domain containing 3
Rpl28-ps1	16	23	5	11	17	18	ENSMUSG00000058603	Rpl28-ps1	Rpl28-ps1	ribosomal protein L28, pseudogene 1
R3hdm1	1596	1483	2826	2772	2291	1645	ENSMUSG00000056211	R3hdm1	R3hdm1	R3H domain containing 1
Mir128-1	5	11	7	19	26	6	ENSMUSG00000065520	Mir128-1	Mir128-1	microRNA 128-1
Ubxn4	246	250	199	222	307	192	ENSMUSG00000026353	Ubxn4	Ubxn4	UBX domain protein 4
Mcm6	23	29	31	6	34	17	ENSMUSG00000026355	Mcm6	Mcm6	minichromosome maintenance complex component 6
Dars	237	174	153	102	138	141	ENSMUSG00000026356	Dars	Dars	aspartyl-tRNA synthetase
Thsd7b	79	108	73	55	92	94	ENSMUSG00000042581	Thsd7b	Thsd7b	thrombospondin, type I, domain containing 7B
Cd55	16	5	7	14	4	0	ENSMUSG00000026399	Cd55	Cd55	CD55 molecule, decay accelerating factor for complement
Pfkfb2	45	49	87	50	49	44	ENSMUSG00000026409	Pfkfb2	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
Yod1	243	182	227	211	287	218	ENSMUSG00000046404	Yod1	Yod1	YOD1 deubiquitinase
Mapkapk2	12	18	19	17	11	15	ENSMUSG00000016528	Mapkapk2	Mapkapk2	MAP kinase-activated protein kinase 2
Dyrk3	27	19	4	11	17	3	ENSMUSG00000016526	Dyrk3	Dyrk3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3
Eif2d	55	87	91	84	64	56	ENSMUSG00000026427	Eif2d	Eif2d	eukaryotic translation initiation factor 2D
Rassf5	18	10	5	17	40	22	ENSMUSG00000026430	Rassf5	Rassf5	Ras association (RalGDS/AF-6) domain family member 5
Srgap2	200	202	319	314	248	260	ENSMUSG00000026425	Srgap2	Srgap2	SLIT-ROBO Rho GTPase activating protein 2
Slc41a1	41	53	139	102	82	84	ENSMUSG00000013275	Slc41a1	Slc41a1	solute carrier family 41, member 1
Nucks1	1017	922	901	677	955	848	ENSMUSG00000026434	Nucks1	Nucks1	nuclear casein kinase and cyclin-dependent kinase substrate 1
Elk4	55	84	117	89	128	114	ENSMUSG00000026436	Elk4	Elk4	ELK4, member of ETS oncogene family
Mfsd4a	36	15	11	16	16	9	ENSMUSG00000059149	Mfsd4a	Mfsd4a	major facilitator superfamily domain containing 4A
Cdk18	34	24	17	3	21	35	ENSMUSG00000026437	Cdk18	Cdk18	cyclin-dependent kinase 18
Klhdc8a	8	4	11	7	20	9	ENSMUSG00000042115	Klhdc8a	Klhdc8a	kelch domain containing 8A
Tmcc2	97	59	139	73	104	137	ENSMUSG00000042066	Tmcc2	Tmcc2	transmembrane and coiled-coil domains 2
Dstyk	191	207	177	167	250	231	ENSMUSG00000042046	Dstyk	Dstyk	dual serine/threonine and tyrosine protein kinase
6030442K20Rik	26	11	8	13	8	12	ENSMUSG00000097760	6030442K20Rik	6030442K20Rik	RIKEN cDNA 6030442K20 gene
Rbbp5	157	160	119	119	148	121	ENSMUSG00000026439	Rbbp5	Rbbp5	retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit
Tmem81	9	5	3	16	11	13	ENSMUSG00000048174	Tmem81	Tmem81	transmembrane protein 81
Cntn2	48	87	117	98	82	105	ENSMUSG00000053024	Cntn2	Cntn2	contactin 2
Nfasc	357	371	452	370	448	423	ENSMUSG00000026442	Nfasc	Nfasc	neurofascin
Lrrn2	347	295	216	153	241	328	ENSMUSG00000026443	Lrrn2	Lrrn2	leucine rich repeat protein 2, neuronal
Mdm4	246	309	510	421	449	275	ENSMUSG00000054387	Mdm4	Mdm4	transformed mouse 3T3 cell double minute 4
Pik3c2b	34	52	228	190	156	114	ENSMUSG00000026447	Pik3c2b	Pik3c2b	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
Ppp1r15b	357	283	170	128	248	240	ENSMUSG00000046062	Ppp1r15b	Ppp1r15b	protein phosphatase 1, regulatory subunit 15B
Plekha6	160	155	219	238	216	186	ENSMUSG00000041757	Plekha6	Plekha6	pleckstrin homology domain containing, family A member 6
Sox13	13	13	5	3	12	8	ENSMUSG00000070643	Sox13	Sox13	SRY (sex determining region Y)-box 13
Snrpe	49	53	54	41	73	31	ENSMUSG00000090553	Snrpe	Snrpe	small nuclear ribonucleoprotein E
Zc3h11a	23	23	106	90	62	49	ENSMUSG00000102976	Zc3h11a	Zc3h11a	zinc finger CCCH type containing 11A
Zbed6	227	211	325	415	353	350	ENSMUSG00000094410	Zbed6	Zbed6	zinc finger, BED type containing 6
Atp2b4	3505	2719	464	329	1669	1480	ENSMUSG00000026463	Atp2b4	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4
Btg2	17	17	11	18	23	19	ENSMUSG00000020423	Btg2	Btg2	BTG anti-proliferation factor 2
Adora1	84	65	172	155	143	153	ENSMUSG00000042429	Adora1	Adora1	adenosine A1 receptor
Ppfia4	157	112	95	96	109	129	ENSMUSG00000026458	Ppfia4	Ppfia4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4
Tmem183a	75	166	124	70	97	77	ENSMUSG00000042305	Tmem183a	Tmem183a	transmembrane protein 183A
Cyb5r1	23	23	21	13	16	17	ENSMUSG00000026456	Cyb5r1	Cyb5r1	cytochrome b5 reductase 1
Adipor1	95	94	124	71	85	103	ENSMUSG00000026457	Adipor1	Adipor1	adiponectin receptor 1
Klhl12	82	92	116	110	117	120	ENSMUSG00000026455	Klhl12	Klhl12	kelch-like 12
Rabif	60	57	35	35	38	31	ENSMUSG00000042229	Rabif	Rabif	RAB interacting factor
Kdm5b	585	562	678	553	597	503	ENSMUSG00000042207	Kdm5b	Kdm5b	lysine (K)-specific demethylase 5B
Syt2	37	30	114	98	59	64	ENSMUSG00000026452	Syt2	Syt2	synaptotagmin II
Ppp1r12b	375	320	254	244	320	303	ENSMUSG00000073557	Ppp1r12b	Ppp1r12b	protein phosphatase 1, regulatory subunit 12B
Lgr6	1	9	17	18	9	1	ENSMUSG00000042793	Lgr6	Lgr6	leucine-rich repeat-containing G protein-coupled receptor 6
Ptprv	1	6	43	56	5	10	ENSMUSG00000097993	Ptprv	Ptprv	protein tyrosine phosphatase, receptor type, V
Arl8a	122	167	119	120	173	134	ENSMUSG00000026426	Arl8a	Arl8a	ADP-ribosylation factor-like 8A
Gpr37l1	17	26	69	36	52	34	ENSMUSG00000026424	Gpr37l1	Gpr37l1	G protein-coupled receptor 37-like 1
Gm4204	76	47	44	26	68	55	ENSMUSG00000079139	Gm4204	Gm4204	nucleosome assembly protein 1-like 1 pseudogene
Rnpep	69	78	89	80	93	116	ENSMUSG00000041926	Rnpep	Rnpep	arginyl aminopeptidase (aminopeptidase B)
Timm17a	213	201	198	115	204	170	ENSMUSG00000062580	Timm17a	Timm17a	translocase of inner mitochondrial membrane 17a
Shisa4	39	16	23	53	42	27	ENSMUSG00000041889	Shisa4	Shisa4	shisa family member 4
Ipo9	356	359	258	249	286	251	ENSMUSG00000041879	Ipo9	Ipo9	importin 9
Nav1	233	233	321	240	342	304	ENSMUSG00000009418	Nav1	Nav1	neuron navigator 1
Csrp1	53	40	126	87	77	65	ENSMUSG00000026421	Csrp1	Csrp1	cysteine and glycine-rich protein 1
Phlda3	10	7	1	5	6	12	ENSMUSG00000041801	Phlda3	Phlda3	pleckstrin homology like domain, family A, member 3
Tnnt2	55	26	8	2	9	16	ENSMUSG00000026414	Tnnt2	Tnnt2	troponin T2, cardiac
